orbit_id,kind,source_side,rep_r1,rep_r2,mu,n_parents,L,K,MK,S,xyimb
orb_0854,moved_cov,unsolved,YXXXXXyxxYx,YXXXyxxxxxxyXX,25,1,25.0,6.0,3.0,1.0,0.52
orb_0855,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXYxxxxyyX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0856,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXYxxxxyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0857,moved_cov,solved,YXXXXXyxxxx,YYXXXXyxxxxxxx,25,1,25.0,4.0,2.0,1.25,0.6
orb_0858,moved_cov,unsolved,YXXXXXyxxxx,YYXXXYXyXXyxxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0859,moved_cov,unsolved,YXXXXXyxxxx,YYXXXYxyXXyxxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0860,moved_cov,unsolved,YXXXXXyxxxx,YYXyyXXXXXyxxx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0861,moved_cov,unsolved,YXXXXXyxxxx,YYXyyXXXYxxxxx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0862,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXyXXyxxx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0863,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXyxxxxyX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0864,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXyxxxxyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0865,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXyyxxxxx,25,1,25.0,4.0,2.0,1.75,0.44
orb_0866,moved_cov,unsolved,YXXXXXyxxxx,YYYXyXXXXXyxxx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0867,moved_cov,unsolved,YXXXXXyxxxx,YYYXyxxxxxyXXX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0868,moved_cov,unsolved,YXXXXyxxx,YYXXXYxxxyXXXyxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0869,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyXXXyxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0870,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyXXYxxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0871,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxyXXXXyxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0872,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxyXXYxxxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0873,moved_cov,unsolved,YXXXXyxxx,YYXXYxxxyXXXXyxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0874,seed,unsolved,YXXXYxYx,YYYYYYYYXyyyyyyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0875,moved_cov,unsolved,YXXXYxx,YYYYYYXXYxxyyyyyyX,25,1,25.0,5.0,3.0,2.0,0.2
orb_0876,moved_cov,unsolved,YXXXYxx,YYYYYYXyyyyyyXyxxx,25,1,25.0,5.0,3.0,2.0,0.2
orb_0877,moved_cov,unsolved,YXXXYxx,YYYYYYYXXYxxyyyyyX,25,1,25.0,5.0,3.0,2.0,0.2
orb_0878,moved_cov,unsolved,YXXXYxx,YYYYYYYxYXXXyyyyyx,25,1,25.0,5.0,3.0,2.0,0.2
orb_0879,moved_cov,unsolved,YXXXyXXyx,YYxxyXYxxyXYxxyx,25,1,25.0,9.0,6.0,1.1111111111111112,0.2
orb_0880,moved_cov,unsolved,YXXXyxYx,YYYYYYXyyyyyxxxyX,25,1,25.0,6.0,3.0,1.6666666666666667,0.2
orb_0881,seed,unsolved,YXXXyxYx,YYYYYYYYXyyyyyyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0882,seed,unsolved,YXXXyxYx,YYYYYYYYxyyyyyyyX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0883,moved_cov,unsolved,YXXXyxYx,YYYYYYxyyyyyxYXXX,25,1,25.0,6.0,3.0,1.6666666666666667,0.2
orb_0884,moved_cov,unsolved,YXXXyxx,YYYYYYXXYxxyyyyyyx,25,1,25.0,5.0,3.0,2.0,0.2
orb_0885,moved_cov,unsolved,YXXXyxx,YYYYYYXyyyyyyXYxxx,25,1,25.0,5.0,3.0,2.0,0.2
orb_0886,moved_cov,unsolved,YXXXyxx,YYYYYYYXXyxxyyyyyX,25,1,25.0,5.0,3.0,2.0,0.2
orb_0887,moved_cov,unsolved,YXXXyxx,YYYYYYYXyyyyyxxxyX,25,1,25.0,5.0,3.0,2.0,0.2
orb_0888,moved_cov,unsolved,YXXYXXyxxyx,YYYxxyXYXXyyxx,25,1,25.0,8.0,4.0,1.375,0.12
orb_0889,moved_cov,unsolved,YXXYXXyxxyx,YYYxxyxYXXyyXX,25,1,25.0,8.0,4.0,1.375,0.12
orb_0890,moved_cov,solved,YXXYx,YYYXYxyXYxyXYxyXYxyX,25,1,25.0,11.0,9.0,1.0909090909090908,0.04
orb_0891,moved_cov,unsolved,YXXYx,YYYYYYXyxYXYxyyyyyyX,25,1,25.0,7.0,5.0,1.1428571428571428,0.36
orb_0892,moved_cov,unsolved,YXXYx,YYYYYYYXyxYXYxyyyyyX,25,1,25.0,7.0,5.0,1.1428571428571428,0.36
orb_0893,seed,unsolved,YXXYxYxx,YYYYYYYYXyyyyyyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0894,seed,unsolved,YXXYxYxx,YYYYYYYYxyyyyyyyX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0895,moved_cov,unsolved,YXXYxxyX,YYYYYYXyyyyyXXYxx,25,1,25.0,6.0,3.0,1.6666666666666667,0.2
orb_0896,seed,unsolved,YXXYxxyX,YYYYYYYYXyyyyyyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0897,seed,unsolved,YXXYxxyX,YYYYYYYYxyyyyyyyX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0898,moved_cov,unsolved,YXXYxxyX,YYxyXYxyXYxyXYxyX,25,1,25.0,11.0,8.0,1.0909090909090908,0.04
orb_0899,moved_cov,unsolved,YXXYxxyx,YYYYYYXyyyyyXXyxx,25,1,25.0,6.0,3.0,1.6666666666666667,0.2
orb_0900,seed,unsolved,YXXYxxyx,YYYYYYYYXyyyyyyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0901,seed,unsolved,YXXYxxyx,YYYYYYYYxyyyyyyyX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0902,moved_cov,unsolved,YXXyXYXXyXYx,YXXYXXyXYxxyX,25,1,25.0,10.0,5.0,1.0,0.2
orb_0903,moved_cov,unsolved,YXXyXYxYxxyX,YXXYxxyXYxxyX,25,1,25.0,10.0,5.0,1.0,0.2
orb_0904,seed,unsolved,YXXyXyxx,YYYYYYYYXyyyyyyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0905,seed,unsolved,YXXyXyxx,YYYYYYYYxyyyyyyyX,25,1,25.0,5.0,3.0,1.4,0.44
orb_0906,moved_cov,unsolved,YXXyxYXXyxx,YYXYxYxxyyXXyx,25,1,25.0,9.0,5.0,1.2222222222222223,0.12
orb_0907,moved_cov,unsolved,YXXyxYXXyxx,YYYXXyXyxyXXyx,25,1,25.0,9.0,5.0,1.2222222222222223,0.12
orb_0908,moved_cov,unsolved,YXXyxYXXyxx,YYYXYxxyXXyXyx,25,1,25.0,9.0,5.0,1.2222222222222223,0.12
orb_0909,moved_cov,unsolved,YXYXyXYXyxx,YYxxyXYXyXYXyx,25,1,25.0,11.0,6.0,1.0909090909090908,0.04
orb_0910,moved_cov,solved,YXYXyxYXyxx,YXyxYXyxYXyxYx,25,1,25.0,12.0,7.0,1.0,0.04
orb_0911,moved_cov,unsolved,YXyXYxxx,YYYYYYXXXyxyyyyyx,25,1,25.0,6.0,3.0,1.6666666666666667,0.2
orb_0912,moved_cov,unsolved,YXyXYxxx,YYYYYYXYxxxyyyyyX,25,1,25.0,6.0,3.0,1.6666666666666667,0.2
orb_0913,seed,unsolved,YXyXYxxx,YYYYYYYYXyyyyyyyx,25,1,25.0,5.0,3.0,1.4,0.44
orb_0914,moved_cov,solved,YYXXXXXXyX,YXXXXXXXyxxxxxx,25,1,25.0,4.0,2.0,1.25,0.6
orb_0915,moved_cov,solved,YYXXXXXXyxxx,YXXXXXyxxxxxx,25,1,25.0,4.0,2.0,1.25,0.6
orb_0916,moved_cov,solved,YYXXXXXyXX,YXXXXXXXyxxxxxx,25,1,25.0,4.0,2.0,1.25,0.6
orb_0917,moved_cov,unsolved,YYXXXXXyxx,YXXXXXXXyxxxxxx,25,1,25.0,4.0,2.0,1.25,0.6
orb_0918,moved_cov,solved,YYXXXXXyxx,YXXXyxxYXXXyxxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0919,moved_cov,solved,YYXXXXXyxxxx,YXXXXXXyxxxxx,25,2,25.0,4.0,2.0,1.25,0.6
orb_0920,seed,solved,YYXXXXyX,YXXXXXXXXyxxxxxxx,25,2,25.0,4.0,2.0,1.25,0.6
orb_0921,moved_cov,solved,YYXXXXyXXX,YXXXXXXyxxxxxxx,25,1,25.0,4.0,2.0,1.25,0.6
orb_0922,seed,solved,YYXXXXyx,YXXXXXXXXyxxxxxxx,25,2,25.0,4.0,2.0,1.25,0.6
orb_0923,moved_cov,unsolved,YYXXXYxx,YYYYYYXXYxxyyyyyX,25,1,25.0,5.0,3.0,2.0,0.2
orb_0924,moved_cov,unsolved,YYXXXYxx,YYYYYYYXXYxxyyyyX,25,1,25.0,5.0,3.0,2.0,0.2
orb_0925,seed,unsolved,YYXXXYxx,YYYYYYYYXyyyyyyyx,25,1,25.0,4.0,2.0,1.75,0.44
orb_0926,seed,unsolved,YYXXXYxx,YYYYYYYYxyyyyyyyX,25,1,25.0,4.0,2.0,1.75,0.44
orb_0927,moved_cov,unsolved,YYXXXYxx,YYYYYYxyyyyyXXXYx,25,1,25.0,5.0,3.0,2.0,0.2
orb_0928,moved_cov,unsolved,YYXXXYxxxyyx,YYYxyyXYYxyyX,25,1,25.0,7.0,4.0,1.5714285714285714,0.12
orb_0929,moved_cov,unsolved,YYXXXyxx,YXYXXXXyxYxxxyXyx,25,1,25.0,8.0,6.0,1.125,0.28
orb_0930,moved_cov,unsolved,YYXXXyxx,YYXXYYXXXYxYYXXXX,25,1,25.0,6.0,4.0,1.6666666666666667,0.2
orb_0931,moved_cov,unsolved,YYXXXyxx,YYYXXYxyXyXyXYxxx,25,1,25.0,8.0,6.0,1.375,0.12
orb_0932,moved_cov,unsolved,YYXXXyxx,YYYYYXXYxyXyXyXyx,25,1,25.0,8.0,6.0,1.5,0.04
orb_0933,moved_cov,unsolved,YYXXXyxx,YYYYYYXXyxxyyyyyX,25,1,25.0,5.0,3.0,2.0,0.2
orb_0934,seed,unsolved,YYXXXyxx,YYYYYYYXXyXyXyXyx,25,1,25.0,7.0,5.0,1.5714285714285714,0.12
orb_0935,seed,unsolved,YYXXXyxx,YYYYYYYYxyyyyyyyX,25,1,25.0,4.0,2.0,1.75,0.44
orb_0936,moved_cov,unsolved,YYXXXyxx,YYYYYYxyyyyyXXXyx,25,1,25.0,5.0,3.0,2.0,0.2
orb_0937,moved_cov,unsolved,YYXXYYXXXXyx,YYXXXXXXyxxxx,25,1,25.0,5.0,3.0,1.6,0.36
orb_0938,moved_cov,unsolved,YYXXYYXXXXyx,YYXXYYxxyyXXX,25,1,25.0,6.0,3.0,1.8333333333333333,0.12
orb_0939,moved_cov,solved,YYXXYx,YYYXyyxYYXyyxYYXyyx,25,1,25.0,8.0,6.0,1.125,0.28
orb_0940,moved_cov,unsolved,YYXXYx,YYYYYYYxYXyyyyyyxyX,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0941,moved_cov,unsolved,YYXXYx,YYYYYYxYXXyyyyyyxYX,25,1,25.0,6.0,4.0,1.3333333333333333,0.36
orb_0942,moved_cov,unsolved,YYXXYxxxxyyX,YYYxyyXYYxyyX,25,1,25.0,7.0,4.0,1.5714285714285714,0.12
orb_0943,moved_cov,unsolved,YYXXyx,YXyXXXXXXXYxyxxxxxx,25,1,25.0,6.0,4.0,1.1666666666666667,0.44
orb_0944,moved_cov,unsolved,YYXXyx,YYXXYYXXYYXXXyxxYXX,25,1,25.0,7.0,5.0,1.5714285714285714,0.12
orb_0945,moved_cov,unsolved,YYXXyx,YYXyxxxxxxYXyXXXXXX,25,1,25.0,6.0,4.0,1.3333333333333333,0.36
orb_0946,moved_cov,unsolved,YYXXyxYxyx,YYXXXyXYxxxyxyX,25,1,25.0,9.0,5.0,1.2222222222222223,0.12
orb_0947,moved_cov,unsolved,YYXYxYXXYx,YYYYYXYxyyyyXyx,25,1,25.0,8.0,4.0,1.125,0.28
orb_0948,moved_cov,unsolved,YYXyxYXXyx,YXXXXyxYxxxxxyX,25,1,25.0,8.0,4.0,1.125,0.28
orb_0949,moved_cov,unsolved,YYXyxYXXyx,YXyXYxxxxyXYXyx,25,1,25.0,10.0,6.0,1.1,0.12
orb_0950,moved_cov,solved,X,YYXyxYXyxYXyxYXyxYXyxYXyx,26,1,26.0,12.0,12.0,1.0,0.0
orb_0951,moved_cov,solved,YXXXXXyxxxx,YYXXXXXXXXXyxxx,26,1,26.0,4.0,2.0,1.25,0.6153846153846154
orb_0952,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXYxxxxyXyX,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0953,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXYxxxxyXyx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0954,moved_cov,solved,YXXXXXyxxxx,YYXXXXyxxxxxxxx,26,1,26.0,4.0,2.0,1.25,0.6153846153846154
orb_0955,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXyxxxxyXYx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0956,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXyxxxxyXyX,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0957,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXyxxxxyXyx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0958,moved_cov,unsolved,YXXXXXyxxxx,YYXXXXyxxxxyxYx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0959,moved_cov,unsolved,YXXXXXyxxxx,YYXXyyXXXXXyxxx,26,1,26.0,5.0,3.0,1.4,0.46153846153846156
orb_0960,moved_cov,unsolved,YXXXXXyxxxx,YYXXyyXXXYxxxxx,26,1,26.0,5.0,3.0,1.4,0.46153846153846156
orb_0961,moved_cov,unsolved,YXXXXXyxxxx,YYXYxyXXXXXyxxx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0962,moved_cov,unsolved,YXXXXXyxxxx,YYXyXXXXXyxxxYX,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0963,moved_cov,unsolved,YXXXXXyxxxx,YYXyXyxxxYXXXXX,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0964,moved_cov,unsolved,YXXXXXyxxxx,YYXyxxxxxyXXXYx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0965,moved_cov,unsolved,YXXXXXyxxxx,YYXyxyXXXXXyxxx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0966,moved_cov,unsolved,YXXXXXyxxxx,YYXyxyXXXYxxxxx,26,1,26.0,6.0,4.0,1.1666666666666667,0.46153846153846156
orb_0967,moved_cov,unsolved,YXXXXXyxxxx,YYYXXyXXXXXyxxx,26,1,26.0,5.0,3.0,1.4,0.46153846153846156
orb_0968,moved_cov,unsolved,YXXXXXyxxxx,YYYXXyxxxxxyXXX,26,1,26.0,5.0,3.0,1.4,0.46153846153846156
orb_0969,moved_cov,unsolved,YXXyXYx,YYXXyxYXXyxYXXyxYXX,26,1,26.0,10.0,7.0,1.1,0.15384615384615385
orb_0970,moved_cov,unsolved,YXYxYXXYx,YYYYYYXYxyyyyyXyx,26,1,26.0,8.0,4.0,1.125,0.3076923076923077
orb_0971,moved_cov,solved,YXyXXYxyx,YYXyxYXyxYXyxYXyx,26,1,26.0,12.0,8.0,1.0833333333333333,0.0
orb_0972,moved_cov,unsolved,YXyxYXXyx,YYYYYYXyxyyyyyXYx,26,1,26.0,8.0,4.0,1.125,0.3076923076923077
orb_0973,moved_cov,solved,YYXXXXXXXXyxx,YXXXXXXyxxxxx,26,1,26.0,4.0,2.0,1.25,0.6153846153846154
orb_0974,moved_cov,solved,YYXXXXXXXyxxx,YXXXXXyxxxxxx,26,1,26.0,4.0,2.0,1.25,0.6153846153846154
orb_0975,moved_cov,solved,YYXXXXXyXXX,YXXXXXXXyxxxxxx,26,1,26.0,4.0,2.0,1.25,0.6153846153846154
orb_0976,moved_cov,solved,YYXXXXXyxxx,YXXXXXXXyxxxxxx,26,2,26.0,4.0,2.0,1.25,0.6153846153846154
orb_0977,moved_cov,unsolved,YYXXXXyxx,YYxxxyXXyxxYXXyXX,26,1,26.0,7.0,5.0,1.2857142857142858,0.3076923076923077
orb_0978,moved_cov,solved,YYXXXXyxxxx,YXXXXXXXyxxxxxx,26,1,26.0,4.0,2.0,1.25,0.6153846153846154
orb_0979,moved_cov,solved,YYXXXyxyXYx,YXXXyxxYXXXyxxx,26,1,26.0,8.0,4.0,1.125,0.3076923076923077
orb_0980,moved_cov,solved,YYXXXyxyxYx,YXXXyxxYXXXyxxx,26,1,26.0,8.0,4.0,1.125,0.3076923076923077
orb_0981,moved_cov,solved,YYXXYxxyXXyxx,YXXyxxYXXXyxx,26,1,26.0,8.0,4.0,1.125,0.3076923076923077
orb_0982,moved_cov,unsolved,YYXXyxYXXyx,YXXyxxxYXXXyxxx,26,1,26.0,8.0,4.0,1.125,0.3076923076923077
orb_0983,moved_cov,unsolved,YYXXyxYXXyx,YYxYXXyXXYxxyXX,26,1,26.0,9.0,5.0,1.2222222222222223,0.15384615384615385
orb_0984,moved_cov,unsolved,YYXYxYXyxyXyx,YXyxYXyxYXXyx,26,1,26.0,12.0,6.0,1.0833333333333333,0.0
orb_0985,moved_cov,solved,YYXYxyXyxYXyx,YXyxYXyxYXyxx,26,1,26.0,12.0,6.0,1.0833333333333333,0.0
orb_0986,moved_cov,unsolved,YYXYxyXyxyXyx,YXyxYXyxYXXyx,26,1,26.0,12.0,6.0,1.0833333333333333,0.0
orb_0987,moved_cov,solved,YYXyxYXyxYXyx,YXyXYXyxxYXyx,26,1,26.0,12.0,6.0,1.0833333333333333,0.0
orb_0988,moved_cov,unsolved,YXXXXXXyxxxxx,YYYXXXXXyyxxxx,27,1,27.0,4.0,2.0,1.75,0.48148148148148145
orb_0989,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXXXyXXyxxx,27,1,27.0,5.0,3.0,1.4,0.48148148148148145
orb_0990,moved_cov,unsolved,YXXXXyxxx,YYXXXXXyxxyXXXXyxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_0991,moved_cov,unsolved,YXXXXyxxx,YYXXXXXyxxyXXYxxxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_0992,moved_cov,unsolved,YXXXXyxxx,YYXXXYxxxyXXXyxxxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_0993,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyXXXXYxxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_0994,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyXXXyxxxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_0995,moved_cov,unsolved,YXXXXyxxx,YYXXYxxxxxyXXXXyxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_0996,moved_cov,unsolved,YXXXYxx,YYYYYYYXXYxxyyyyyyyX,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_0997,moved_cov,unsolved,YXXXYxx,YYYYYYYXyyyyyyyXyxxx,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_0998,moved_cov,unsolved,YXXXYxx,YYYYYYYYXXYxxyyyyyyX,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_0999,moved_cov,unsolved,YXXXYxx,YYYYYYYYxYXXXyyyyyyx,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1000,moved_cov,unsolved,YXXXYxxxyX,YYxyXYxyXYxyXYxyX,27,1,27.0,11.0,8.0,1.0909090909090908,0.1111111111111111
orb_1001,moved_cov,unsolved,YXXXyxYx,YYYYYYYXyyyyyyxxxyX,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1002,moved_cov,unsolved,YXXXyxYx,YYYYYYYxyyyyyyxYXXX,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1003,moved_cov,unsolved,YXXXyxx,YYYYYYYXXYxxyyyyyyyx,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1004,moved_cov,unsolved,YXXXyxx,YYYYYYYXyyyyyyyXYxxx,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1005,moved_cov,unsolved,YXXXyxx,YYYYYYYYXXyxxyyyyyyX,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1006,moved_cov,unsolved,YXXXyxx,YYYYYYYYXyyyyyyxxxyX,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1007,moved_cov,unsolved,YXXYXXYxxyx,YYYYXXyyyxxyxYXX,27,1,27.0,8.0,4.0,1.625,0.037037037037037035
orb_1008,moved_cov,unsolved,YXXYXXYxxyx,YYYYYXXyyxxyxYXX,27,1,27.0,8.0,4.0,1.625,0.037037037037037035
orb_1009,moved_cov,unsolved,YXXYXXyxYxxyx,YXXyxYXXyxYxxx,27,1,27.0,10.0,5.0,1.0,0.25925925925925924
orb_1010,moved_cov,unsolved,YXXYXXyxxyx,YYYYxxyXYXXyyyxx,27,1,27.0,8.0,4.0,1.625,0.037037037037037035
orb_1011,moved_cov,unsolved,YXXYxxyX,YYYYYYYXyyyyyyXXYxx,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1012,moved_cov,unsolved,YXXYxxyX,YYYYYYYxyyyyyyXXyxx,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1013,moved_cov,unsolved,YXXYxxyx,YXyXXyxYXyxYXyxYXyx,27,1,27.0,12.0,9.0,1.0,0.1111111111111111
orb_1014,moved_cov,unsolved,YXXYxxyx,YYYYYYYXyyyyyyXXyxx,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1015,moved_cov,unsolved,YXXYxxyx,YYYYYYYxyyyyyyXXYxx,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1016,moved_cov,unsolved,YXXyxYXXyxx,YYXYxxYXXyxyXXyx,27,1,27.0,10.0,6.0,1.1,0.18518518518518517
orb_1017,moved_cov,unsolved,YXXyxYXXyxx,YYXYxxyXXyxyXXyx,27,1,27.0,10.0,6.0,1.1,0.18518518518518517
orb_1018,moved_cov,unsolved,YXyXYxxx,YYYYYYYXXXyxyyyyyyx,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1019,moved_cov,unsolved,YXyXYxxx,YYYYYYYXYxxxyyyyyyX,27,1,27.0,6.0,3.0,1.6666666666666667,0.25925925925925924
orb_1020,moved_cov,solved,YYXXXXXXyX,YXXXXXXXyxxxxxxxx,27,1,27.0,4.0,2.0,1.25,0.6296296296296297
orb_1021,moved_cov,solved,YYXXXXXXyXXX,YXXXXXXXyxxxxxx,27,1,27.0,4.0,2.0,1.25,0.6296296296296297
orb_1022,moved_cov,solved,YYXXXXXXyxxx,YXXXXXXXyxxxxxx,27,2,27.0,4.0,2.0,1.25,0.6296296296296297
orb_1023,moved_cov,unsolved,YYXXXXXYXX,YYXXyXYYXXXYxxyyX,27,1,27.0,7.0,5.0,1.5714285714285714,0.18518518518518517
orb_1024,moved_cov,solved,YYXXXXXyXX,YXXXXXXXyxxxxxxxx,27,1,27.0,4.0,2.0,1.25,0.6296296296296297
orb_1025,moved_cov,solved,YYXXXXXyxxxx,YXXXXXXXyxxxxxx,27,1,27.0,4.0,2.0,1.25,0.6296296296296297
orb_1026,moved_cov,unsolved,YYXXXXyX,YYXXXYxxxyyxxxxyyxx,27,1,27.0,6.0,4.0,1.6666666666666667,0.25925925925925924
orb_1027,moved_cov,unsolved,YYXXXXyxxyx,YXXXXyXYXXXXyXYx,27,1,27.0,8.0,5.0,1.125,0.3333333333333333
orb_1028,moved_cov,unsolved,YYXXXYYxxxyyX,YYXYYXYYxxYXXX,27,1,27.0,7.0,4.0,1.8571428571428572,0.037037037037037035
orb_1029,moved_cov,unsolved,YYXXXYYxxxyyX,YYXYYXYYxxyXXX,27,1,27.0,7.0,4.0,1.8571428571428572,0.037037037037037035
orb_1030,moved_cov,unsolved,YYXXXYxx,YYYYYYYXXYxxyyyyyyX,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1031,moved_cov,unsolved,YYXXXYxx,YYYYYYYYXXYxxyyyyyX,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1032,moved_cov,unsolved,YYXXXYxx,YYYYYYYYxyyyyyXXXYx,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1033,moved_cov,unsolved,YYXXXYxx,YYYYYYYxyyyyyyXXXYx,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1034,moved_cov,solved,YYXXXyXX,YXXXyxxxxYXXXXyxxxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_1035,moved_cov,solved,YYXXXyxx,YXXyxxYXXyxxYXXyxxx,27,1,27.0,8.0,6.0,1.125,0.3333333333333333
orb_1036,moved_cov,unsolved,YYXXXyxx,YYYYYXXyXyXyXyXYxxx,27,1,27.0,8.0,6.0,1.625,0.037037037037037035
orb_1037,moved_cov,unsolved,YYXXXyxx,YYYYYYYYXXyxxyyyyyX,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1038,moved_cov,unsolved,YYXXXyxx,YYYYYYYYxyyyyyXXXyx,27,1,27.0,5.0,3.0,2.0,0.25925925925925924
orb_1039,moved_cov,unsolved,YYXXYx,YYYYYYYYxYXXyyyyyyxYX,27,1,27.0,6.0,4.0,1.3333333333333333,0.4074074074074074
orb_1040,moved_cov,unsolved,YYXXYx,YYYYYYYYxYXyyyyyyyxyX,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_1041,moved_cov,unsolved,YYXXYx,YYYYYYYYxyXyyyyyyyxYX,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_1042,moved_cov,unsolved,YYXXYx,YYYYYYYxYXXyyyyyyyxYX,27,1,27.0,6.0,4.0,1.3333333333333333,0.4074074074074074
orb_1043,moved_cov,unsolved,YYXXyx,YXyXXXXXXXXYxyxxxxxxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_1044,moved_cov,unsolved,YYXXyx,YXyXXXXXXXYxyxxxxxxxx,27,1,27.0,6.0,4.0,1.1666666666666667,0.48148148148148145
orb_1045,moved_cov,unsolved,YYXXyx,YYXyxxxxxxxYXyXXXXXXX,27,1,27.0,6.0,4.0,1.3333333333333333,0.4074074074074074
