name,r1,r2,canon_r1,canon_r2,len1,len2,total_len,max_len,n_members,S,MK,W,abelian_det,ex1,ey1,ex2,ey2,x_blocks1,y_blocks1,x_blocks2,y_blocks2,bs_general,bs_m,bs_donor_index,bs_preflight_status,stalled_stable_letters,T,route,prepass_charges,plain_charges,best_state_r1,best_state_r2,best_total_len,best_reduction,two_block_gate,primitive_one_occurrence1,primitive_one_occurrence2,cluster
ac19_35248,YXXyXyxx,YYXXXyyxyxx,YXXyXyxx,YYXXXyyxyxx,8,11,19,11,1,1.3333333333333333,3.0,2,-1,-1,1,0,1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxYxyX,14,5,False,False,False,non_bs_mid_reduced
ac19_35274,YYXXyxx,YYYXXYYxxxYXX,YYXXyxx,YYYXXYYxxxYXX,7,13,20,13,2,1.8,3.0,3,-1,0,-1,-1,-6,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYYYxxxyXXXX,19,1,False,False,False,non_bs_mid_reduced
ac19_35367,YXXyXyxx,YYYXyxxxx,YXXyXyxx,YYYXyxxxx,8,9,17,9,1,1.4,3.0,1,-1,-1,1,3,-2,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YXYXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_35373,YXXXyxxYx,YXYxYXXYxyxx,YXXXyxxYx,YXYxYXXYxyxx,9,12,21,12,2,1.0,5.0,0,1,0,-1,1,-3,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YXYXyx,YYYXyXX,13,8,False,False,False,non_bs_mid_reduced
ac19_35421,YXyxYXXyx,YYXYxyXyxxx,YXyxYXXyx,YYXYxyXyxxx,9,11,20,11,1,1.125,4.0,1,1,-1,0,2,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYxyXYxyX,YXYXXYxYx,18,2,False,False,False,non_bs_mid_reduced
ac19_35874,YXXyXyX,YYYXyyyxx,YXXyXyX,YYYXyyyxx,7,9,16,9,2,1.4,3.0,1,-1,-4,1,1,0,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YXXyXyX,YYYXyyyxx,16,0,False,False,False,non_bs_short_stuck
ac19_36109,YXYxxYXyx,YYxxyXXyxYX,YXYxxYXyx,YYxxyXXyxYX,9,11,20,11,1,1.125,4.0,1,-1,1,-2,0,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXYxyXX,13,7,False,False,False,non_bs_mid_reduced
ac19_36133,YXXYxxyx,YYxyxYYxxyX,YXXYxxyx,YYxyxYYxxyX,8,11,19,11,1,1.2857142857142858,4.0,1,1,1,-1,3,-2,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YYxyXYX,13,6,False,False,False,non_bs_mid_reduced
ac19_36146,YXXYXXyx,YYxyxyXyx,YXXYXXyx,YYxyxyXyx,8,9,17,9,1,1.1428571428571428,4.0,0,-1,-3,-1,2,1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXYxxx,YYxYxyX,14,3,False,False,False,non_bs_short_reduced
ac19_36259,YYXXXyyxx,YYXyxxxyyx,YYXXXyyxx,YYXyxxxyyx,9,10,19,10,2,1.8,3.0,3,-1,-1,0,3,1,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXYxxx,YYYXXyyxx,17,2,False,False,False,non_bs_mid_reduced
ac19_36279,YYXXXyx,YYxyXXyxyx,YYXXXyx,YYxyXXyxyx,7,10,17,10,1,1.3333333333333333,4.0,2,-1,-2,-1,1,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_36350,YYXXXYxx,YYYYXXXyxyxYYYX,YYXXXYxx,YYYYXXXyxyxYYYX,8,15,23,15,1,1.8333333333333333,4.0,3,-1,-1,-3,-2,-5,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYYxxyXYX,19,4,False,False,False,non_bs_long_reduced
ac19_36358,YYXXXXYX,YYYXyyXYX,YYXXXXYX,YYYXyyXYX,8,9,17,9,2,1.6,3.0,0,1,-5,-3,-3,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_36375,YYXXXYX,YYXyXyXYxx,YYXXXYX,YYXyXyXYxx,7,10,17,10,2,1.3333333333333333,4.0,2,1,-4,-3,-1,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,18,872,YXyXyXX,YYxxxxyx,15,2,False,False,False,non_bs_short_reduced
ac19_36429,YXXyXYx,YYxyxYxyXYXyXX,YXXyXYx,YYxyxYxyXYXyXX,7,14,21,14,1,1.1111111111111112,6.0,0,1,-2,-1,-1,-1,3,3,6,6,False,,,reject,,0,incumbent_restart,13,872,YXXyXYx,YYxyXXXX,15,6,False,False,False,non_bs_mid_reduced
ac19_36564,YYXXyxx,YYYXXXYxyx,YYXXyxx,YYYXXXYxyx,7,10,17,10,2,1.6,3.0,2,-1,0,-1,-1,-3,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYx,14,3,False,False,False,non_bs_short_reduced
ac19_36962,YXyxYXXyx,YYXyxyXXyX,YXyxYXXyx,YYXyxyXXyX,9,10,19,10,9,1.125,4.0,1,-1,-1,0,-3,1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXYxxYX,YYxyXYxyX,18,1,False,False,False,non_bs_mid_reduced
ac19_37337,YXXYxYxx,YYXYxxxyXyX,YXXYxYxx,YYXYxxxyXyX,8,11,19,11,1,1.1428571428571428,4.0,0,-1,1,-3,0,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXXYxxx,YYXyxYXyx,16,3,False,False,False,non_bs_mid_reduced
ac19_37426,YXyXYXyxx,YYXyxYxxyX,YXyXYXyxx,YYXyxYxxyX,9,10,19,10,2,1.125,4.0,1,1,-1,0,1,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXyXYXyxx,YYXXyXYxyX,19,0,False,False,False,non_bs_mid_stuck
ac19_37433,YYXXYXyXXyX,YYXyXYYXyXyX,YYXXYXyXXyX,YYXyXYYXyXyX,11,12,23,12,1,1.2222222222222223,5.0,1,1,-6,-1,-5,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,13,872,YXYxxxyx,YYXyXXyxx,17,6,False,False,False,non_bs_long_reduced
ac19_37598,YXYXyXXYXyX,YYxYxyXYXyXXyXXYXyXX,YXYXyXXYXyX,YYxYxyXYXyXXyXXYXyXX,11,20,31,20,1,1.0769230769230769,8.0,0,-1,-6,-1,-7,-1,5,5,8,8,False,,,reject,,0,incumbent_restart,18,872,YYXXXXyxxx,YYXYYxxyXXX,21,10,False,False,False,non_bs_long_reduced
ac19_37610,YYXXXyxyx,YXXXyXXXXyx,YYXXXyxyx,YXXXyXXXXyx,9,11,20,11,3,1.1666666666666667,3.0,1,-1,-1,0,-6,1,3,3,3,3,False,,,reject,,0,incumbent_restart,28,872,YYXXyx,YXYxyXX,13,7,False,False,False,non_bs_mid_reduced
ac19_37647,YYXXXXYX,YYXyxYXyX,YYXXXXYX,YYXyxYXyX,8,9,17,9,4,1.3333333333333333,4.0,0,-1,-5,-3,-2,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxyXYx,14,3,False,False,False,non_bs_short_reduced
ac19_37661,YXXYxxyX,YYxyxYXXXyx,YXXYxxyX,YYxyxYXXXyx,8,11,19,11,1,1.1428571428571428,4.0,0,1,-1,-1,0,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YXyxx,YXYXXyX,12,7,False,False,False,non_bs_mid_reduced
ac19_37958,YYXXXyx,YYYYXXXXXXX,YYXXXyx,YYYYXXXXXXX,7,11,18,11,1,2.3333333333333335,2.0,3,1,-2,-1,-7,-4,2,2,1,1,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,5,False,False,False,non_bs_short_reduced
ac19_37966,YYXXXXXXXyx,YXXXXXXyxxxxx,YYXXXXXXXyx,YXXXXXXyxxxxx,11,13,24,13,4,1.25,2.0,1,-1,-6,-1,-1,0,2,2,2,2,True,5,1,reject,3,2,incumbent_restart,8,872,YXYxyXXyx,YXyXXXXYx,18,6,False,False,False,bs_stalled_lo
ac19_37985,YYXXyxx,YYxyXXXYxxyX,YYXXyxx,YYxyXXXYxxyX,7,12,19,12,1,1.3333333333333333,4.0,2,-1,0,-1,-1,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYX,14,5,False,False,False,non_bs_mid_reduced
ac19_38100,YXYXyxxyXYx,YXXYxYXXYxYx,YXYXyxxyXYx,YXXYxYXXYxYx,11,12,23,12,1,1.0,5.0,0,-1,0,-1,-1,-5,5,5,5,5,False,,,reject,,0,incumbent_restart,18,872,YXXXyXYx,YYXXyXXYX,17,6,False,False,False,non_bs_long_reduced
ac19_38222,YYXXYxYXX,YYXXYxyXyyxxYX,YYXXYxYXX,YYXXYxyXyyxxYX,9,14,23,14,1,1.375,5.0,1,-1,-3,-4,-1,-1,3,3,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXXYxYXX,YYXXyXYYx,18,5,False,False,False,non_bs_long_reduced
ac19_38316,YYXXyxx,YYYxYxxYXXXX,YYXXyxx,YYYxYxxYXXXX,7,12,19,12,1,1.6,3.0,2,-1,0,-1,-1,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYYYxxxyXXXX,19,0,False,False,False,non_bs_mid_stuck
ac19_38457,YYXXXYx,YYXYYxYXXX,YYXXXYx,YYXYYxYXXX,7,10,17,10,2,1.6,3.0,2,1,-2,-3,-3,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXXYx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_38468,YXyxYXXyx,YYXyyXXYXyxYX,YXyxYXXyx,YYXyyXXYXyxYX,9,13,22,13,1,1.2222222222222223,5.0,1,1,-1,0,-4,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXYXyXyX,YXyxYXyxx,18,4,False,False,False,non_bs_long_reduced
ac19_38497,YXXXyxYx,YXXYxxyXX,YXXXyxYx,YXXYxxyXX,8,9,17,9,2,1.0,3.0,0,-1,-1,-1,-2,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,23,872,YYXXyxx,YYxYxyX,14,3,False,False,False,non_bs_short_reduced
ac19_38695,YXXyXyx,YYYxyXXyxyX,YXXyXyx,YYYxyXXyxyX,7,11,18,11,1,1.2857142857142858,4.0,1,1,-2,1,-1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxyXYX,14,4,False,False,False,non_bs_short_reduced
ac19_38715,YXyxYXXyx,YYXyxyxYxx,YXyxYXXyx,YYXyxyxYxx,9,10,19,10,2,1.125,4.0,1,1,-1,0,3,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXyxYXXyx,YYXXyyXXyX,19,0,False,False,False,non_bs_mid_stuck
ac19_38904,YXXXYxx,YYXyXyxyx,YXXXYxx,YYXyXyxyx,7,9,16,9,1,1.1666666666666667,4.0,1,-1,-1,-2,0,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXXYxYXXX,15,1,False,False,False,non_bs_short_reduced
ac19_39209,YXXYxYxx,YYXYxxYYx,YXXYxYxx,YYXYxxYYx,8,9,17,9,1,1.3333333333333333,3.0,0,1,1,-3,2,-5,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXX,YXYXyx,11,6,False,False,False,non_bs_short_reduced
ac19_39288,YYXXXYx,YYxyxyXyXyx,YYXXXYx,YYxyxyXyXyx,7,11,18,11,1,1.2857142857142858,5.0,1,-1,-2,-3,1,2,2,2,5,5,False,,,reject,,0,incumbent_restart,13,872,YXXYxxYx,YYXyXyxyx,17,1,False,False,False,non_bs_short_reduced
ac19_39319,YXyXYxx,YYYYxYXXXyx,YXyXYxx,YYYYxYXXXyx,7,11,18,11,1,1.5,3.0,1,-1,0,-1,-1,-4,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YXXyx,YXyXyXX,12,6,False,False,False,non_bs_short_reduced
ac19_39344,YXXyXYx,YYXXXyxyxxx,YXXyXYx,YYXXXyxyxxx,7,11,18,11,1,1.1666666666666667,3.0,1,1,-2,-1,1,0,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YXXyXYx,YYXXXyxyxxx,18,0,False,False,False,non_bs_short_stuck
ac19_39368,YXXYxYxxx,YYXXyXyyxx,YXXYxYxxx,YYXXyXyyxx,9,10,19,10,2,1.3333333333333333,3.0,0,-1,2,-3,-1,1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXXYxx,YYXYxxyXX,17,2,False,False,False,non_bs_mid_reduced
ac19_39561,YYYXXXXX,YYXXXXyxxYX,YYYXXXXX,YYXXXXyxxYX,8,11,19,11,1,1.75,3.0,1,1,-5,-3,-3,-2,1,1,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYX,14,5,False,False,False,non_bs_mid_reduced
ac19_39605,YYXXyxx,YYYXYxyyX,YYXXyxx,YYYXYxyyX,7,9,16,9,4,1.4,3.0,1,-1,0,-1,-1,-2,2,2,3,3,False,,,reject,,0,incumbent_restart,23,872,YYXXyx,YXYxyXX,13,3,False,False,False,non_bs_short_reduced
ac19_40127,YXXXyXYx,YYXXyXXYX,YXXXyXYx,YYXXyXXYX,8,9,17,9,2,1.1666666666666667,3.0,1,1,-3,-1,-5,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YXXXyXYx,YYXXyXXYX,17,0,False,False,False,non_bs_short_stuck
ac19_40167,YXYxYXXYx,YYXXYXYxxyyXYx,YXYxYXXYx,YYXXYXYxxyyXYx,9,14,23,14,1,1.2222222222222223,5.0,1,-1,-1,-4,-1,-3,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXYYxxyx,YYxxYXYxx,18,5,False,False,False,non_bs_long_reduced
ac19_40203,YYXXXyx,YYYxyXyyx,YYXXXyx,YYYxyXyyx,7,9,16,9,1,1.4,3.0,1,1,-2,-1,1,0,2,2,3,3,False,,,reject,,0,incumbent_restart,23,872,YYXXXyX,YXYxyXXX,15,1,False,False,False,non_bs_short_reduced
ac19_40249,YXXyXyx,YYXyXyyxxYX,YXXyXyx,YYXyXyyxxYX,7,11,18,11,2,1.2857142857142858,4.0,1,1,-2,1,-1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,5,False,False,False,non_bs_short_reduced
ac19_40258,YXYXyxYXyx,YYXyxYXXYYxyXXX,YXYXyxYXyx,YYXyxYXXYYxyXXX,10,15,25,15,1,1.2,5.0,0,-1,-1,-1,-4,-3,5,5,5,5,False,,,reject,,0,incumbent_restart,13,872,YXyxYXXyx,YYYXyxxxyx,19,6,False,False,False,non_bs_long_reduced
ac19_40312,YXXXXyXyx,YXXYxxxyxx,YXXXXyXyx,YXXYxxxyxx,9,10,19,10,1,1.0,3.0,0,1,-4,1,3,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,23,872,YYXyxxxx,YXYxxxyxx,17,2,False,False,False,non_bs_mid_reduced
ac19_40398,YXXyXyx,YYxxyxYXYxxx,YXXyXyx,YYxxyxYXYxxx,7,12,19,12,1,1.1428571428571428,4.0,0,1,-2,1,5,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_40409,YXXXXyXyx,YXYxyxYxyx,YXXXXyXyx,YXYxyxYxyx,9,10,19,10,1,1.0,5.0,0,1,-4,1,3,-1,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_40684,YXXyxYxYxxxyX,YYxYxxyxYYxxyx,YXXyxYxYxxxyX,YYxYxxyxYYxxyx,13,14,27,14,1,1.2,5.0,0,1,2,-1,7,-3,5,5,5,5,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYXYxYXX,15,12,False,False,False,non_bs_long_reduced
ac19_40826,YYXXyXYXXyX,YYXyXYYXyXyX,YYXXyXYXXyX,YYXyXYYXyXyX,11,12,23,12,1,1.2222222222222223,5.0,1,1,-6,-1,-5,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxyXYX,14,9,False,False,False,non_bs_long_reduced
ac19_40945,YXXyXyxx,YYYxxyXYxxx,YXXyXyxx,YYYxxyXYxxx,8,11,19,11,1,1.3333333333333333,3.0,0,-1,-1,1,4,-3,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYYxyXYx,15,4,False,False,False,non_bs_mid_reduced
ac19_40958,YXXXXYxxxxyx,YXXXXyXXyxxxx,YXXXXYxxxxyx,YXXXXyXXyxxxx,12,13,25,13,2,1.0,3.0,0,-1,1,-1,-2,1,3,3,3,3,False,,,reject,,0,incumbent_restart,38,872,YXXyx,YXYXyXX,12,13,False,False,False,non_bs_long_reduced
ac19_41092,YYXXyxx,YYYYXYxxxyyX,YYXXyxx,YYYYXYxxxyyX,7,12,19,12,1,1.8,3.0,3,1,0,-1,1,-3,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_41186,YYYXXXyxx,YYYXXXYxxYX,YYYXXXyxx,YYYXXXYxxYX,9,11,20,11,1,1.8,3.0,3,1,-1,-2,-2,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYYxxyyx,YYXXXyyxx,17,3,False,False,False,non_bs_mid_reduced
ac19_41300,YYXYxxyyX,YXyxxyXyx,YYXYxxyyX,YXyxxyXyx,9,9,18,9,1,1.2857142857142858,4.0,1,1,0,-1,1,2,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YXYXXyxx,YYXyxYXyX,17,1,False,False,False,non_bs_short_reduced
ac19_41336,YXXYxxyxx,YYxYxYxxyx,YXXYxxyxx,YYxYxYxxyx,9,10,19,10,1,1.1428571428571428,4.0,0,-1,2,-1,5,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,23,872,YXYXXyX,YYXyXXXX,15,4,False,False,False,non_bs_mid_reduced
ac19_41359,YXXyXyxx,YYYxYXyxyxx,YXXyXyxx,YYYxYXyxyxx,8,11,19,11,1,1.2857142857142858,4.0,1,-1,-1,1,3,-2,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxYYxYX,15,4,False,False,False,non_bs_mid_reduced
ac19_41600,YXXXYxxxyx,YYxyXYxxxyX,YXXXYxxxyx,YYxyXYxxxyX,10,11,21,11,1,1.1428571428571428,4.0,0,1,1,-1,2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,23,872,YXYxxxyx,YYXyXXyxx,17,4,False,False,False,non_bs_mid_reduced
ac19_41610,YXXXYxx,YYxyXXYXyx,YXXXYxx,YYxyXXYXyx,7,10,17,10,1,1.1666666666666667,4.0,1,-1,-1,-2,-1,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXXYxYXXX,15,2,False,False,False,non_bs_short_reduced
ac19_41677,YXXYxxyx,YYxxyXYXYxx,YXXYxxyx,YYxxyXYXYxx,8,11,19,11,3,1.1428571428571428,4.0,0,-1,1,-1,2,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YXYxxyx,YYXyxxxx,15,4,False,False,False,non_bs_mid_reduced
ac19_41890,YYXXyXyyx,YYxYxxyxYYxxyx,YYXXyXyyx,YYxYxxyxYYxxyx,9,14,23,14,1,1.375,5.0,1,-1,-2,1,7,-3,3,3,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXXyXyyx,YYxxyxxYx,18,5,False,False,False,non_bs_long_reduced
ac19_42207,YYXXYxxyx,YYxYXXYxyx,YYXXYxxyx,YYxYXXYxyx,9,10,19,10,2,1.2857142857142858,4.0,1,-1,1,-2,1,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXyxxx,YXYxxxyx,15,4,False,False,False,non_bs_mid_reduced
ac19_42326,YXXyXYxxx,YYXyxYxYXYX,YXXyXYxxx,YYXyxYxYXYX,9,11,20,11,1,1.125,5.0,1,-1,0,-1,-1,-4,3,3,5,5,False,,,reject,,0,incumbent_restart,28,872,YYXyxYXyx,YYXXXYxYx,18,2,False,False,False,non_bs_mid_reduced
ac19_42333,YYXXyxx,YYXXXyXyyxxx,YYXXyxx,YYXXXyXyyxxx,7,12,19,12,1,1.6,3.0,2,-1,0,-1,-1,1,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,5,False,False,False,non_bs_mid_reduced
ac19_42427,YYXXyxxyX,YYxxyXXXXXX,YYXXyxxyX,YYxxyXXXXXX,9,11,20,11,1,1.4,3.0,1,1,-1,0,-4,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXXXyX,YXYxxyXyx,17,3,False,False,False,non_bs_mid_reduced
ac19_42570,YXXyXyx,YYYXyXyxxx,YXXyXyx,YYYXyXyxxx,7,10,17,10,2,1.3333333333333333,3.0,0,1,-2,1,1,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_42635,YYXXYXyyxx,YYYXXXYYXXX,YYXXYXyyxx,YYYXXXYYXXX,10,11,21,11,1,2.0,3.0,2,-1,-1,-1,-6,-5,3,3,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,7,False,False,False,non_bs_mid_reduced
ac19_42659,YXYXXYx,YYXyxxyXyyx,YXYXXYx,YYXyxxyXyyx,7,11,18,11,4,1.2857142857142858,4.0,1,-1,-2,-3,1,2,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,5,False,False,False,non_bs_short_reduced
ac19_42715,YXXXYxxxyX,YYxxxYXXXXX,YXXXYxxxyX,YYxxxYXXXXX,10,11,21,11,1,1.2,3.0,0,1,-1,-1,-2,-3,3,3,2,2,False,,,reject,,0,incumbent_restart,23,872,YYXXyxx,YYxyXYX,14,7,False,False,False,non_bs_mid_reduced
ac19_42768,YXXYxxyxx,YYXXyXyxxYxx,YXXYxxyxx,YYXXyXyxxYxx,9,12,21,12,1,1.1428571428571428,4.0,0,-1,2,-1,1,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,23,872,YYXXXYxx,YYXYxxyXX,17,4,False,False,False,non_bs_mid_reduced
ac19_42792,YYXyxxxxyyX,YYXyxxYXXXXXX,YYXyxxxxyyX,YYXyxxYXXXXXX,11,13,24,13,2,1.5,3.0,1,1,2,1,-5,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,10,False,False,False,non_bs_long_reduced
ac19_43068,YXXYxxyx,YYYxxYxyx,YXXYxxyx,YYYxxYxyx,8,9,17,9,1,1.3333333333333333,3.0,2,1,1,-1,4,-3,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_43158,YXXyXyx,YYxyxxYXXyxx,YXXyXyx,YYxyxxYXXyxx,7,12,19,12,1,1.1428571428571428,4.0,0,-1,-2,1,3,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXYxxx,YYxYxyX,14,5,False,False,False,non_bs_mid_reduced
ac19_43611,YYXXXYx,YYxYxYXYXXXX,YYXXXYx,YYxYxYXYXXXX,7,12,19,12,1,1.3333333333333333,4.0,2,1,-2,-3,-3,-5,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYxyxyXyX,17,2,False,False,False,non_bs_mid_reduced
ac19_43615,YXXYxxyx,YYxyXYxyxYxyX,YXXYxxyx,YYxyXYxyxYxyX,8,13,21,13,1,1.1111111111111112,6.0,0,1,1,-1,2,-1,3,3,6,6,False,,,reject,,0,incumbent_restart,18,872,YXYxxyx,YYXyxxxx,15,6,False,False,False,non_bs_mid_reduced
ac19_43792,YXXXyxYxx,YYXYxxxYXXX,YXXXyxYxx,YYXYxxxYXXX,9,11,20,11,1,1.1666666666666667,3.0,1,-1,0,-1,-1,-4,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YXyXXXyx,YYYXyxyyx,17,3,False,False,False,non_bs_mid_reduced
ac19_43831,YXyxYXXyx,YYXYxyyxxx,YXyxYXXyx,YYXYxyyxxx,9,10,19,10,1,1.2857142857142858,4.0,1,1,-1,0,3,-1,4,4,3,3,False,,,reject,,0,incumbent_restart,8,872,YXyxYXXyx,YYXYxyyxxx,19,0,False,False,False,non_bs_mid_stuck
ac19_44079,YXXXXyXXYx,YXYxxyXyxxyxx,YXXXXyXXYx,YXYxxyXyxxyxx,10,13,23,13,2,1.0,5.0,0,-1,-5,-1,4,1,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXYxxx,YYxYxyX,14,9,False,False,False,non_bs_long_reduced
ac19_44158,YYXXXyX,YXyxxxxYXXXyx,YYXXXyX,YXyxxxxYXXXyx,7,13,20,13,1,1.1666666666666667,4.0,1,1,-4,-1,1,0,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxxx,YYXyxYYx,15,5,False,False,False,non_bs_mid_reduced
ac19_44162,YYXXXyxx,YYXYXXXXYYx,YYXXXyxx,YYXYXXXXYYx,8,11,19,11,1,1.6,3.0,2,1,-1,-1,-4,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YXXXyxxYx,YYxYYxxyXX,19,0,False,False,False,non_bs_mid_stuck
ac19_44381,YXXYXXyxx,YXyXyxxxxx,YXXYXXyxx,YXyXyxxxxx,9,10,19,10,1,1.0,3.0,0,1,-2,-1,3,1,3,3,3,3,False,,,reject,,0,incumbent_restart,23,872,YYXXyxx,YYYYXYxyX,16,3,False,False,False,non_bs_mid_reduced
ac19_44389,YXXYxxyx,YXyXYXyxxYx,YXXYxxyx,YXyXYXyxxYx,8,11,19,11,1,1.0,5.0,0,-1,1,-1,0,-1,3,3,5,5,False,,,reject,,0,incumbent_restart,23,872,YYxyXX,YYXYXyx,13,6,False,False,False,non_bs_mid_reduced
ac19_44391,YYXXyyXyx,YYxxxYxyx,YYXXyyXyx,YYxxxYxyx,9,9,18,9,2,1.5,3.0,1,-1,-2,1,5,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXYxxx,YYxYxyX,14,4,False,False,False,non_bs_short_reduced
ac19_44700,YXyxYXXyx,YYYXyxyxxYXyx,YXyxYXXyx,YYYXyxyxxYXyx,9,13,22,13,1,1.2222222222222223,5.0,1,1,-1,0,2,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YXyxYXXyx,YYXXyyXXyX,19,3,False,False,False,non_bs_long_reduced
ac19_45056,YXYXyXXYXyX,YYYXyXXYXYXyXyyx,YXYXyXXYXyX,YYYXyXXYXYXyXyyx,11,16,27,16,1,1.1818181818181819,6.0,1,1,-6,-1,-5,-1,5,5,6,6,False,,,reject,,0,incumbent_restart,13,872,YYYXXyyyx,YYXYxyXyx,18,9,False,False,False,non_bs_long_reduced
